dialogue,summary
"#Person1#: hey, any new series to recommend?
#Person2#: man, go watch Bojack Horseman on Netflix! you will love it
#Person1#: ha, really, a horse?
#Person2#: well it is depressed ex-Hollywood star... his agent is a cat lol but seriously, it is one of the best written shows ever.
#Person1#: oh yeah yeah!! now I remember, I saw some memes about it on Instagram...
#Person2#: yup it is, I really loved how the characters are so deep, and you can really see yourself in at least one of them.
#Person2#: my favorite episode is when he goes underwater! maan! these guys are geniuses
#Person1#: ok ok, I will check it out.
#Person1#: do you have anything cheerful to recommend?
#Person2#: humm, let me think... Friends!
#Person1#: damn man, they have it on Netflix?
#Person2#: yes!
#Person1#: perfect to binge-watch!","#Person2# recommends to #Person1# watching Bojack Horseman, a cartoon about a depressed former Hollywood star. And as for something more cheerful - Friends."
"#Person1#: Does anyone know where I can buy this kind of bark that orchids grow in?
#Person2#: Don't tell me you've taken up gardening[LAUGH]
#Person1#: No, I dropped my mum's favorite orchid and now I have to replant it before she comes back.
#Person2#: LOL, you're so clumsy!
#Person3#: Wait, I'll ask my Mum.
#Person2#: You can always say it was the cat's fault:P
#Person1#: Then she'll say it was my fault anyway because I let the cat do it.
#Person2#: Do you think she won't notice that you replanted it?
#Person1#: I hope so[LAUGH] No, but in all seriousness, I hope that if she sees I did all I could to save it, she won't be that mad. She got that bloody plant from Dad on their 25th anniversary, it means a lot to her.
#Person3#: I'm back.
#Person1#: And?
#Person3#: Mum says to try at The Home Depot. She buys pots for her plants there.
#Person1#: Thank you! I've already ordered an identical pot from Amazon, but I forgot to order that bark too, and now it's too late to buy it online. Why can't orchids grow in soil like normal plants?
#Person2#: Because they're too fancy for that?
#Person1#: LOL, right[LAUGH] Okay, thanks for help, guys. And by “guys” I actually mean Judith:P Now I've gotta go to The Home Depot and pray that they have that goddamn bark there...","#Person1# dropped his mum's favourite orchid and wants to replant it. He needs bark, but doesn't know where to get it. #Person3# suggests The Home Depot."
"#Person1#: Howdy mate! RU done?
#Person2#: Need half an hour still.
#Person1#:!? B/C?
#Person2#: B/C I'm not ready yet FFS!
#Person1#: Don't get worked up! Just asked.
#Person2#: I'll text you when done.
#Person1#: Got it.
#Person2#: Simon, 10 more mins, ok?
#Person2#: Simon I'm ready.
#Person2#:?? You there? Where RU??
#Person1#: Hi mate! I'm in Half Moon. Couldn't wait any longer.
#Person2#: How the fuck am I gonna to get there now?
#Person1#: A taxi?
#Person1#: Joking!!
#Person2#: You prat! Can never rely on you!
#Person1#: Look. I've told Masher to pick you up at 7:30. He should be at yours any sec now.
#Person1#: Joe? Gone yet?
#Person2#: Nope. Waiting.
#Person1#: Strange. He should be there by now. Why don't you call him?
#Person2#: Have already. No answer.
#Person1#: Holy shit! Here he is. Just ordering a drink at the bar! He must've forgotten.
#Person1#: Joe I'm so sorry!
#Person1#: Joe?","#Person2# is getting ready to go out, #Person1# has enough of waiting and goes by himself. He sends Masher to pick #Person2# up at 7.30, but Masher forgets to go."
"#Person1#: Hi! How was your work?
#Person2#: Hi. Well, the day was weird.
#Person1#: Y?
#Person2#: Managing a team is hard!
#Person1#: I know. What happened?
#Person2#: Well, there's this Mark. And his attitude is simply horrible.
#Person1#: What did he do?
#Person2#: Actually nothing much, but it's the general picture that matters.
#Person1#: What do you mean?
#Person2#: That's a long story.
#Person1#: Don't worry. Got time.","#Person2# had a weird day at work managing her team. #Person2# dislikes the attitude of one of her coworkers, Mark."
"#Person1#: Tea after work?
#Person2#: Maybe a walk this time?
#Person1#: Splendid idea![WINK]
#Person1#: Sounds really good, let's do it.
#Person2#: Meet me at the main entrance at 4:15.",#Person2# and #Person1# will meet at the main entrance at 4:15 and they'll go for a walk instead of having a tea.
"#Person1#: im so tired of this primary season
#Person2#: me too. it goes on forever
#Person1#: yeah, it really takes too much time",#Person1# and #Person2# are tired of this primary season as it lasts too long.
"#Person1#: I'm at the store, need anything?
#Person2#: Yes! Eggs, milk, cheese and rice.
#Person1#: No problem. Anything else?
#Person2#: Just checked the hall closet, can you get some tp?
#Person1#: Sure, can do. That it?
#Person2#: I'll ask mom if she has a list.
#Person1#: Fucks sake, I'm not the neighborhood shopper!
#Person2#: Well, she's here!
#Person1#: Sigh.
#Person2#: She's fine, but could use some tomato soup and some milk.
#Person1#: Okay. That's hopefully it?
#Person2#: Some apples?
#Person1#: What kind? You didn't like the ones I got last time.
#Person2#: Pink Lady, I don't like those green ones.
#Person1#: Figures; I like those!
#Person2#: Well get both if you'll eat them!
#Person1#: Yeah, I can take one to work.
#Person2#: There you go.
#Person1#: Okay, checking out. Home soon.","#Person1# will get some eggs, milk, cheese, rice and toilet paper for #Person2#. #Person2#'s mom needs some tomato soup and some milk. #Person1# should also get some Pink Lady and green apples."
"#Person1#: I cant find my shoes
#Person2#: I put it behind the cardboard
#Person1#: Thanks",#Person2# put #Person1#'s shoes behind the cardboard.
"#Person1#: Yo the class is cancelled
#Person1#: Let's go play basketball
#Person2#: Im at home hahah
#Person1#: 🤬","The class is cancelled and #Person1# wants to play basketball, but #Person2# is at home."
"#Person1#: Do you know Don Fefe?
#Person2#: no, what is it?
#Person1#: a pizza place in Campo di Marte
#Person3#: it's delicious what they serve there
#Person1#: right!?
#Person1#: we discovered it last night, why nobody told me before?
#Person4#: I did, but you never listen Theresa:P
#Person1#::P","Yesterday #Person3# and #Person1# discovered a new pizza place in Campo di Marte, called Don Fefe."
"#Person1#: I'm at the office, working and waiting for you
#Person2#: working on Sunday?
#Person1#: I really have a lot of stuff to do these days
#Person3#: but will you go with us to the gym?
#Person1#: I'm not sure yet
#Person4#: So should we come to your office?
#Person1#: come here, let's have a cup of tea and then we'll decide
#Person4#: ok","#Person1# is at the office on Sunday. #Person3# and #Person4# are going to the gym. #Person1#, #Person4# and #Person3# will have a cup of tea at #Person1#'s office."
"#Person1#: Can we set up a phone call for this afternoon?
#Person2#: Today is not good. I'll be in and out of cunt all day. Tomorrow is better.
#Person2#: Autocorrect. I meant court. I'm sorry.",#Person1# wants to talk with #Person2# on the phone today. She's too busy today and suggests tomorrow.
"#Person1#: Guys! Next month is Rebecca's birthday! Gift ideas?
#Person2#: Oh god, totally forgot, shame on me:x
#Person3#: Hm, a trip?
#Person4#: Cool idea, but I'm pretty sure Rebecca's boss may object...
#Person3#: Oh, yeah, right, that guy is such a dick. Book then?
#Person2#: We got her a book last year.
#Person1#: Pretty sure there are more books to read out there, Ems[LAUGH]
#Person2#: Hahaha, very funny. Sorry for trying to make all of you more creative:P
#Person3#: Do we want to buy one awesome gift or maybe make something like a box with presents?
#Person4#: I'd prefer a box.
#Person1#: One big.
#Person2#: Hahahaha, this is priceless[LAUGH] We're on fire.
#Person3#: Love to work with you all. So, box?
#Person1#: Yeah, sure. So maybe everyone can buy one thing and then we can book a table at Angelo's?
#Person2#: Cool, but please share what you bought her so we don't double.
#Person4#: Ok, calling dibs on perfumes.
#Person3#: I'll take a risk and buy her a book:P
#Person2#: I'll call the Angelo's then, and I'm thinking about a ski-jumping voucher...
#Person1#: Great! But guys, not peep to Rebecca! It has to be a surprise.
#Person4#: Roger that![WINK]","#Person2# will book a table at Angelo's. #Person2#, #Person4#, #Person3# will buy presents for Rebecca's birthday."
"#Person1#: Are you prepared for a German girl???
#Person2#: Ah I guess I’m happy the Czech guy is coming! This German we had sex in shower and then again in the night, so more than 1 night stand. But I don’t think it’ll happen again. I don’t think I’m that into her
#Person1#: Sounds like a growing relationship
#Person2#: They are both staying at mine
#Person1#: You don't know what do you want first of all
#Person2#: Ha no I think I do
#Person1#: What do you want?
#Person2#: Sometimes I want a relationship. Other times I don’t
#Person1#: Oh, ok. So you don't know
#Person2#: Meh yeh I guess. But once I find the girl. I’ll know lol
#Person1#: Hmm. I've heard that in every 200 ppl you can find a potential partner","A Czech guy and a German girl are both staying at #Person2#'s place. #Person2# and the German girl had sex twice before, but he doesn't consider her a potential partner. #Person1# convinces #Person2# that he doesn't know what he wants when it comes to sex and relationships."
"#Person1#: Audrey dear, it's about our meeting an Tuesday. Quite unexpectedly we'll be having guest in on that day, some important acquaintances of Marion's. Could we have our meeting on Monday? Otherwise on Wednesday?
#Person2#: Oh I see. On Monday we're both in the gym in the afternoon and afterwards, you know, how one feels. And Wednesday we're going with the Meadows to see the Baltus exhibition in Riehen. How about Friday? Or weekend?
#Person1#: I've already seen it. It is very much worth seeing! And don't believe the texts about teenage girls. Wait. I have to ask Marion about Friday.
#Person2#: Or weekend.
#Person1#: Just asked Marion. She thinks Friday will be perfect.
#Person2#: The same place the same time?
#Person1#: I should think so.
#Person2#: Tat ta. Till Friday!
#Person1#: Marion says on Fridays they're open as early as 4 pm. So one hours earlier?
#Person2#: Would be great but I might come late. Am in the office till 4.
#Person1#: How long do you take to cycle to Terra del Fuego?
#Person2#: 10 mins?
#Person1#: That's nothing! So see you in Terra d. F. at around 4 pm on Friday.
#Person2#: Ta ta!","#Person2#, #Person1# and Marion will meet at Terra del Fuego around 4 pm on Friday. #Person1# has seen the Baltus exhibition in Riehen and thinks it is worth seeing. #Person2# is planning to see the Balthus exhibition on Wednesday with the Meadows."
"#Person1#: Can you pick up Laura from school today?
#Person1#: I need to stay longer at work...
#Person2#: Ok. What time?
#Person1#: 3 p.m.
#Person2#: Hmm.. I won't make it at 3 p.m. sharp coz I'm still with the clients...
#Person1#: so, what time?
#Person2#: 3.30 if there's no traffic.
#Person1#: Ok, that should be fine;-)
#Person1#: Just text her about it, ok?
#Person2#: No worries!:*",Laura requests #Person2# picks up Laura from school at 3.30 pm after he finishes his meetings. He will let Laura know beforehand.
"#Person1#: Hey kiddo, how are ya?
#Person2#: Hi! I've been awesome lately, working out a lot, busy at work too
#Person1#: You have some time for your dad to facetime?
#Person2#: Sure thing, just let me finish dinner
#Person1#: oh yeah, bon apetit kid!
#Person2#: Thanks, I'll call you in 5.
#Person1#: Sure, I'll be here",#Person2# has been busy working and working out. #Person1# is asking him whether he has time to FaceTime him or not. #Person2# will call him at 5 after having supper.
"#Person1#: Hi Meg, are you going with me to visit Jacob in hospital tomorrow?
#Person2#: Oops, I totally forgot about it! What time do you want to meet?
#Person1#: 10.30 should be fine. Will you be able to make it?
#Person2#: Hmm…I have to fix something first but I believe I can make it
#Person1#: That's really cool! Are we buying him something?
#Person2#: Let's buy some apples - he loves apples[HAPPY]",#Person1# and #Person2# are meeting at 10:30 tomorrow to visit Jacob at the hospital. They will buy Jacob some apples.
"#Person1#: are you already going there?
#Person2#: yes we are in tram number 15
#Person1#: ok will jump in on Railway Station stop
#Person2#: ok see you",#Person2# is in tram number 15 and #Person1# will jump in on Railway Station stop to go there together.
"#Person1#: girls, do you think I should buy the dress?
#Person2#: definitely
#Person3#: I agree!",#Person2# and #Person3# agree that #Person1# should buy the dress.
"#Person1#: Shit! Cant find my keys[SAD]
#Person1#: will be late, sorrrryyy!!!
#Person2#: that's quite usual[WINK]:P
#Person3#: dont worry, we'll wait[HAPPY]
#Person2#:[HAPPY]",#Person1# can't find her keys and she will be late for a meeting with #Person2# and #Person3#.
"#Person1#: Did you know that Vikings are coming back at the end of Nov?
#Person2#: You serious?
#Person1#: Yeah, their fanpage on FB says so
#Person1#: Can't wait, I've been dying to see the next episodes
#Person2#: Maan for me it felt like a minute
#Person2#: Time's going so fast lately...
#Person2#: The older I am the faster the live seems to be slipping away
#Person1#: You're too busy, need to chill a little, bro[HAPPY]
#Person2#: I got no time not to be busy[LAUGH] Work's filling every spare moment of my life
#Person2#: But I'm sure I'll find some time for the Vikings! Thanks for reminding me
#Person1#: Good for you!",#Person1# and #Person2# can't wait for the new episodes of Vikings at the end of Nov. #Person2# works a lot but he will find time for the Vikings.
"#Person1#: Anyone knows anything about this research project? We got some info on our email
#Person2#: I've heard they just need free workforce
#Person1#: Meaning?
#Person3#: You do they dirty work, go do those interviews, and then they cut yout out
#Person1#: For real?
#Person2#: That's what they did last year
#Person1#: Well do you still get some credit?
#Person2#: yeah, right[LAUGH] Maybe in some pretty little side notes of side notes",#Person2# and #Person3# make #Person1# aware that there are no advantages coming from taking up the research project.
"#Person1#: can i borrow your plaid flannel shirt?
#Person1#: i look like a mess and i'm meeting Kaylee in half an hour
#Person2#: sure
#Person2#: say hi to her from me[HAPPY]",#Person2# will let #Person1# wear his plain flannel shirt for #Person1#'s meeting with Kaylee.
"#Person1#: Hey.
#Person1#: Did you buy a new phone?
#Person2#: Hey. Yeah I did
#Person1#: Which brand?
#Person2#: Huawei Y9 2019
#Person1#: How bomb is it?
#Person2#: Maybe you see for yourself[HAPPY]
#Person2#: But you know me. I never disappoint when it comes to technology
#Person1#: [LAUGH][LAUGH] Hell yeah",#Person2# bought a new phone Huawei Y9 2019.
"#Person1#: If you don't have time to cook, just boy some snacks.
#Person2#: That won't be necessary. I'll bring homemade cookies 😉
#Person1#: OK, in that case I am the one who's going to the store 😀
#Person2#: Get me a pack of onion crisps please.","#Person2# will bring some homemade cookies. #Person1# will go to the store, he'll buy onion crisps for #Person2#."
"#Person1#: bestie
#Person2#: bestieee, i miss you
#Person1#: i miss you too, so much
#Person2#: when are you coming?
#Person1#: i'm not so sure, but before Christmas
#Person2#: everyone here misses you, jerrry to tabitha.
#Person1#: Awwwh, i feel bad
#Person2#: please dont, work is work
#Person1#: tell everyone i'll have a gift for everyone
#Person2#: haha, i want the biggest gift.
#Person1#: haha, anything for my bestie
#Person2#: take care boo
#Person1#: you too
#Person2#: i will",#Person1# is coming before Christmas. #Person1# feels bad that she can't be with her friends. #Person1# will bring presents for everyone.
"#Person1#: should I bring any of my own games tonight?
#Person2#: no need, we still have some scenarios left to do
#Person2#: I doubt we will finish everything today
#Person3#: besides there's plenty of games we haven't played yet at the cafe
#Person1#: true, well that will save me some space in the backpack
#Person1#: cya later!","#Person1#, #Person2# and #Person3# are going to play games tonight at the cafe. #Person1# won't bring his own games tonight, because they still have some scenarios to finish."
"#Person1#: Hi Grace
#Person2#: Hi! I was just thinking of you
#Person1#: Really?
#Person1#: What were you thinking? ☺
#Person2#: That you owe me 100 quid
#Person1#: ☹
#Person1#: I know… Next week I’m getting paid, I’ll give it back to you.",#Person1# owes #Person2# 100 quid and next week #Person1# will give her money back.
"#Person1#: Hi Honey, how are you?
#Person1#: Did you sleep well?
#Person2#: Hello Darling:*
#Person2#: Yes, and you?
#Person1#: Fine, but didn't get much sleep..
#Person2#: Why, what's going on?
#Person1#: How is your hotel?
#Person2#: It's really good. And close to the city centre.
#Person1#: I was working late.
#Person2#: The bank?
#Person1#: yep. But it's almost done!
#Person2#: Great!","#Person2# slept well, his hotel is close to the city centre. #Person1# worked late."
"#Person1#: let me send you the voting link, please vote for sam
#Person2#: okay then
#Person1#: ""m.victoriacontest.com/ vote for Bianca""
#Person2#: Okay then.",#Person1# sent #Person2# a link so she can vote for Sam.
"#Person1#: sorry, I’ll be late
#Person2#: Why? What happened?
#Person1#: I missed my bus  I have to wait for another one…
#Person2#: Ok, I’ll start the meeting without you
#Person1#: Thx, I’ll try to be as soon as possible but I don’t want they to wait too long.
#Person2#: Sure, They shouldn’t know that we have any problems with stuff
#Person1#: Hope it won’t last for long, it’s getting worse every day…
#Person2#: Don’t worry I found some interesting application. I’ve send them to HR.
#Person1#: It would be good to find at least 2 new employees
#Person2#: That’s right. We can’t do everything by ourselves all the time.
#Person1#: It’s too much for me!
#Person2#: Cheer up! It will be better with every day!
#Person1#: Hope so…
#Person2#: For sure!","#Person1# is late, because he missed the bus. #Person1# and #Person2# are frustrated, because there's a shortage of employees in their workplace."
"#Person1#: Happy Christmas!![LAUGH] hope you're enjoying the festivities
#Person2#: Thanks Matty!! Merry Christmas to you too[WINK] How are you???[LAUGH]
#Person1#: I'm good thank you just sleepy haha[HAPPY] how about you?
#Person1#: How's things going with studying
#Person2#: Oh dear:P What have you been up to?[WINK] I'm not that sleepy, even though I did get to bed late:P
#Person2#: Uni's hard work (no changes there), but I really like my subjects this semester - on of my subjects is Microbiology (so all on bacteria), another is on the Biochemical Pathways to Metabolic Illnesses (basically diabetes and obesity) - so, pretty cool stuff[LAUGH]
#Person2#: WHat about you? Are you having fun?
#Person1#: Sounds interesting I've gotta say. Particularly the bacteria stuff! I've been on a walk today so quite tired from that. And I'm enjoying uni yeah! Very very busy. Starting dissertation stuff soon and had a lot of work for essays
#Person2#: Did you take any photos whilst on your walk?[LAUGH] So... what does your dissertation stuff look like? Are you in any Uni groups?
#Person1#: Got some yeah[HAPPY] posted one to Facebook. Mine is looking like geography and politics related. Not sure about uni groups? What's your dissertation on if you have to do one?
#Person2#: We don't really have dissertations... at the end of my third year I'll be writing my degree, so that will be like a slightly longer lab report[HAPPY] Geography and politics - hmmm... that's a pretty wide topic, I mean, you could talk about Global warming etc. right?
#Person1#: Aah ok. So the long report is a big part of your degree and counts a lot towards it?
#Person1#: And it's very wide the topic. Can talk about that yes, can also do social and cultural stuff too in there
#Person2#: Yeah, basically my grades and my report make up my degree[HAPPY] Social and cultural stuff... like what?
#Person1#: Aaah cool[LAUGH] I have exams too which make mine up haha. Lucky you
#Person1#: And stuff like social separation and classes and how everything plays into each other and culture is like heritage and what matters to different people
#Person2#: I meant grades from exams, so I don't know if I'm really that lucky:P That's actually really interesting! So how do you prepare for this? Do you get to interview people?
#Person1#: Oh right haha. And I have to do loads of reading and prepare some fieldwork. And I likely will have to inerview people yeah. What kind of things do you do in the lab?
#Person2#: Depends on your field of study - I'm doing Embriology, so I basically conduct experiments on mouse oocytes that should hopefully give some decent results. But other people can grow bacteria on petri dishes if they're doing Microbiology, or study particular fragments of DNA if they're doing Genetics
#Person2#: It really depends on what you're studying - Biology has a pretty large spectrum, afterall[HAPPY]",#Person2# and #Person1# are both busy with the workload at university. #Person2# is studying biology and enjoys it very much. #Person1# is into geography and politics.
"#Person1#: We gotta commit to some subject for our referrals next week. Any idea?
#Person2#: I am opting for inequalities
#Person3#: inequalities and what?
#Person2#: everyone finds himself one and finds some articles, up to date, like from last 30 days
#Person3#: no way, to little scope of time, how about last 3 months
#Person1#: Agreed with inequalities, and 3 months, 1 is to short","#Person1#, #Person2# and #Person3# will prepare a subject about inequalities for their referrals next week. They will look for the articles from the past 3 months."
"#Person1#: hey i'm home alone and i'm not feeling great
#Person2#: what's wrong?! should i be worried???
#Person1#: i'm just a little nauseous and wamr[SAD]
#Person2#: are you sweating?
#Person1#: i am[SAD]
#Person1#: i'm sweating a lot
#Person2#: drink a tall glass or ice water, take an aspiring and wait for me
#Person2#: i'm on my way:-D
#Person1#: thanks for taking care of me",#Person1# is feeling sick. #Person2# is on her way. She will take care of him.
"#Person1#: I'm tired, I'll go home soon
#Person2#: me too
#Person3#: I'll join you then","#Person1#, #Person2# and #Person3# will go home soon."
"#Person1#: Hey
#Person1#: Are we still having our date tomorrow?
#Person2#: Yeah absolutely
#Person2#: I will pick you up at 8
#Person1#: Okay
#Person1#: You are such a gentleman
#Person2#: Just don't say more[HAPPY]",#Person2# and #Person1# are having a date tomorrow. #Person2# will pick #Person1# at 8.
"#Person1#: I have already sent the same
#Person1#: Waiting for the response
#Person2#: Hello, Sir
#Person1#: Hello
#Person2#: Which area can you handle?
#Person1#: Solid works, AutoCAD, Sketch Up, Adobe Photoshop
#Person2#: Good to hear that
#Person1#: I have been looking for a long term work
#Person2#: We are also looking for a long term worker
#Person1#: I am also good at academic writing
#Person2#: We only need experts in designing applications
#Person1#: Ok well I have told you my majors
#Person2#: I will ask my manger to contact you
#Person1#: When would I be expecting his call?
#Person2#: Not today, She is on leave
#Person1#: Oh I hope he is fine
#Person2#: Thanks for your concern
#Person1#: Ok would be waiting for a call from you.
#Person2#: We will try to contact ASAP","#Person1# is proficient in Solid Works, AutoCAD, Sketch Up, Adobe Photoshop. #Person2#'s manager will call #Person1# soon."
"#Person1#: hangover?
#Person2#: suprisingly no
#Person1#: told you, Jagermeister is the best!
#Person2#: haha true [LAUGH]",#Person1# and #Person2# drank Jagermeister and are not hungover.
"#Person1#: Hey John, we won't be able to meet with you and Jane next weekend.
#Person2#: Hi Kimberly, that's too bad.
#Person2#: We were really looking forward to seeing you.
#Person1#: So were we, but my Grandfather passed away...
#Person1#: The funeral is planned for Saturday.
#Person2#: Oh, I'm really sorry to hear that.
#Person2#: My condolences.
#Person1#: Thanks John.
#Person1#: We're heading to Oshawa on Friday.
#Person1#: Please apologize to Jane.
#Person2#: Don't worry about it, please.
#Person2#: Just let us know once you've returned and will be feeling ready for a meeting.
#Person2#: We will gladly reschedule.
#Person1#: Sounds good.
#Person1#: Take care.
#Person2#: You too.",#Person1# will not meet with #Person2# and Jane next weekend because her grandmother died. The funeral will be held on Saturday. #Person1# is leaving for Oshawa on Friday. She and #Person2# will reschedule their meeting.
"#Person1#: Yo?
#Person2#: Yo.
#Person1#: Where you at?
#Person2#: Out.
#Person1#: Yeah I need your laptop.
#Person2#: What for?
#Person1#: Gotta do some work stuff.
#Person2#: What's with yours?
#Person1#: It's having that adapter issue, remember?
#Person2#: Oh. Yeah sure just take it from my room.
#Person1#: Yeah thanks. And by the way, you're not gonna get it till tomorrow.
#Person2#: Okay man.
#Person1#: So you won't get to play DOTA tonight.
#Person2#: That's fine.
#Person1#: Okay. Great!","#Person1# needs Jakes laptop as his has some adapter issues. He will return it tomorrow, so #Person2# won't be able to play DOTA tonight."
"#Person1#: We should leave soon
#Person2#: how are we going there?
#Person1#: by bus?
#Person3#: I could take the car of my parents
#Person1#: that would make everything much easier
#Person3#: But in this case we'd have to wait a few hours, till they come back from the mosque
#Person1#: How do you think what time you'll have the car?
#Person3#: around 5 I suppose
#Person1#: ok if we have a car we'll be much faster
#Person1#: but is it sure?
#Person3#: I've talked to my father and he doesn't see any problem, so I think it is
#Person1#: perfect!
#Person3#: I'll write you when I have it, but be ready by 4 more or less",#Person3# will take the car of his parents around 5 and will leave with #Person2# and #Person1#.
"#Person1#: Happy anniversary to you and Sarah!!
#Person1#: how many years is it?
#Person2#: Thanks Dor. It's 17
#Person1#: Oh wow!!!
#Person1#: What are you doing today? What's Dad and Caleb up to?
#Person2#: I don't know. We are in Zakopane right now. We spent the night here
#Person1#: Oh nice
#Person2#: What are you doing?
#Person1#: I have that big camp at church this week. Have to be at church at 7am tomorrow and all day we'll be training volunteers, and then every day for camp at 7am with the kids. I've been working late this past week.
#Person2#: Oh, boy. Ok, we'll be praying for you.
#Person1#: Thanks. On Thurs. I worked till 9pm, there was so much prep.
#Person2#: That sucks that the summer is so tough for you now. Kind of ironic when you think about it. When you were a teacher, you had summers off.
#Person1#: hehe... Yeah, I guess I'm working off all those free summers I had.
#Person2#: What can you do, take care, love you
#Person1#: thanks, love you",#Person2# and Sarah are in Zakopane to celebrate their 17th anniversary. #Person1# is busy training volunteers and working with kids all day from 7 am till late.
"#Person1#: Have you applied already?
#Person2#: No, not yet, still getting my papers ready
#Person1#: Do you need any help dear?
#Person2#: I think I'm good. Unfortunately, one of my teacher hasn't sent me his evaluation yet;/
#Person1#: It doesn't sound good... Have you called him or emailed him?
#Person2#: I did, yes, but he said he didn't have to do it.
#Person1#: Well, does he know that you don't have much time either?
#Person2#: I told him that it's due in three days, I hope he'll make it.
#Person1#: I'd call him, if I were you.
#Person1#: How about your personal statement? Do you need me to have a look?
#Person2#: If you don't mind, it'd be great[HAPPY]",#Person1# is preparing her application papers. She is still waiting for the evaluation paper from one of her teachers.
"#Person1#: i passed the CLO
#Person2#: im sure it was eady..
#Person2#: easy*
#Person1#: it was not. for me atleast:p
#Person2#: so how did you do it
#Person1#: i had my phone. i had internet access. [LAUGH]
#Person2#: what??
#Person1#: im serious[LAUGH]
#Person2#: HOW??
#Person1#: well it was so much of an exam pffttt
#Person2#: so you were the only one in her office?
#Person1#: yea
#Person1#: she saw me copy it from my phone [LAUGH]
#Person2#: she DID NOT[LAUGH]
#Person1#: im telling you man [LAUGH] it was a piece of cake after that
#Person2#: im sure it was
#Person1#: and then henrique came into the office
#Person1#: he had some work stuff
#Person1#: and he helped me too [LAUGH]
#Person2#: in front of her??
#Person1#: YESS [LAUGH]
#Person2#: cool [LAUGH]",#Person1# passed the CLO exam and reveals to #Person2# that it was possible because he had the Internet access and the person supervising didn't react on #Person1#'s cheating. Henrique helped #Person1# as well.
"#Person1#: what time is your flight?
#Person2#: 8PM
#Person1#: it's today, right?
#Person3#: yes, we're on the way to the airport already, thanks for the evening!
#Person1#: was nice to have you here, kisses
#Person3#: kisses",#Person2# and #Person3# are on their way to the airport. Their flight is at 8 PM. They spent a nice evening with #Person1#.
"#Person1#: Were there any calls for me?
#Person2#: No, why?
#Person2#: were you expecting any?
#Person1#: Not really. Thanks",#Person1# didn't receive any calls.
"#Person1#: let's have a skype call tonight?
#Person2#: sure, at what time?
#Person3#: Sure!
#Person1#: 8pm i was thinking?
#Person2#: cool!
#Person3#: Perfect![HAPPY]","#Person1#, #Person2# and #Person3# are having a Sype meeting at 8 p.m."
"#Person1#: Dusan, can you come in for 1 lesson tomorrow at 4-5:30?
#Person2#: Ok, it should be fine
#Person2#: Can you tell me about the class, no of students, level?
#Person1#: 4 students, upper intermediate. The course book will be at the reception.
#Person2#: Ok, thank you. Can you tell me which book do they use?
#Person1#: English File
#Person2#: Ok
#Person1#: Thank you, have a good day.
#Person2#: Thank you, you too","Tomorrow at 4-5:30, #Person2# will take 1 class from #Person1#. There will be 4 students, the level is upper intermediate and the book, English File, will be at the reception."
"#Person1#: Have you read about this earthquake in China yesterday?
#Person2#: Yes, it's horrible
#Person1#: Can't stop thinking bout this. They lost everything
#Person2#: Don't be so sensitive. You don't know any of them
#Person1#: Pfff...",#Person1# is sympathetic towards the victims of yesterday's earthquake in China but #Person2# is not.
"#Person1#: hi Natalie[HAPPY]) how is your car?
#Person2#: still in the shop... they said it will take almost a month to fix it
#Person1#: a month? are they mad?
#Person2#: well apparently they don't have the right parts on the spot
#Person1#: they are probably getting the original ones from japan to rip you off
#Person2#: well i told them i want the originals
#Person1#: for a card that old? Natalie...
#Person2#: what? are they that more expensive?
#Person1#: yes they are, and totally not worth it... you should have asked me first[SAD]
#Person2#: crap...",It's going to take a month to fix #Person2#'s car as she asked for original parts.
"#Person1#: So, how's Israel? Have you been on the beach?
#Person2#: It's so expensive! But they say, it's Tel Aviv... Tomorrow we are going to Jerusalem.
#Person1#: I've heard Israel is expensive, Monica was there on vacation last year, she complained about how pricey it is. Are you going to the Dead Sea before it dies? ahahahha
#Person2#: ahahhaha yup, in few days.","#Person1# and #Person2# discuss how expensive Israel is. #Person2# is in Tel Aviv now, planning to travel to Jerusalem tomorrow, and to the Dead Sea few days later."
"#Person1#: how about going to Greece this summer?
#Person2#: We've actually planned it already with Anthony
#Person3#: But you can join us Lisa
#Person2#: Yes, sure!
#Person1#: so where do you want to go
#Person2#: a bit of everything. We want to spend 5 days on Rhodes, then 5 in Crete, 4 in Athens and rent a car and go north to Thessaloniki
#Person1#: I like it a lot!
#Person1#: A bit of beach, a bit of culture 😍
#Person2#: exactly, that was the plan!
#Person1#: and you're flying back from Thessaloniki?
#Person2#: Yes
#Person2#: But there is a small problem
#Person1#: what is it?
#Person2#: we're going for 3 days to Athos
#Person1#: whatever, I like everything hahah
#Person2#: it's a republic of monks, women are not allowed there
#Person1#: WHAT?
#Person3#: 🤷🏻‍♂
#Person1#: ok, i've google it. It's outrageous in the 21st century
#Person3#: sure it is, but what can we do about it?
#Person1#: I can stay in Thessaloniki when you're there
#Person3#: that's perfect
#Person1#: come over to my place tonight, we will discuss the details
#Person3#: perfect
#Person2#: [OK]","#Person2# and #Person3# are going to Greece this summer. Their itinerary includes 5 days on Rhodes, 5 in Crete, 4 in Athens, and a drive to Thessaloniki. #Person1# plans to join them. She will stay in Thessaloniki when they go to a male-only holy retreat in Athos for 3 days. They'll meet tonight at #Person1#'s."
